id,family,species
00334,Tineidae,Amydria-effrenatella
00911,Depressariidae,Bibarrambla-allenella
00911,Depressariidae,Bibarrambla-allenella
00911,Depressariidae,Bibarrambla-allenella
00911,Depressariidae,Bibarrambla-allenella
00911,Depressariidae,Bibarrambla-allenella
00951,Depressariidae,Machimia-tentoriferella
00951,Depressariidae,Machimia-tentoriferella
00951,Depressariidae,Machimia-tentoriferella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
00957,Depressariidae,Psilocorsis-reflexella
01011,Depressariidae,Antaeotricha-schlaegeri
01011,Depressariidae,Antaeotricha-schlaegeri
01058,Oecophoridae,Polix-coloradella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01162,Blastobasidae,Blastobasis-glandulella
01232,Blastobasidae,Pigritia-laticapitella
01232,Blastobasidae,Pigritia-laticapitella
01232,Blastobasidae,Pigritia-laticapitella
01232,Blastobasidae,Pigritia-laticapitella
01232,Blastobasidae,Pigritia-laticapitella
01232,Blastobasidae,Pigritia-laticapitella
01842,Autostichidae,Taygete-attributella
01874,Gelechiidae,Carpatolechia-fugitivella
02457,Argyresthiidae,Argyresthia-goedartella
02769,Tortricidae,Pseudosciaphila-duplex
02769,Tortricidae,Pseudosciaphila-duplex
02848,Tortricidae,Olethreutes-bipartitana
02860,Tortricidae,Syricoris-lacunana
02860,Tortricidae,Syricoris-lacunana
02860,Tortricidae,Syricoris-lacunana
03310,Tortricidae,Epinotia-transmissana
03310,Tortricidae,Epinotia-transmissana
03361,Tortricidae,Ancylis-semiovana
03379,Tortricidae,Ancylis-diminuatana
03379,Tortricidae,Ancylis-diminuatana
03379,Tortricidae,Ancylis-diminuatana
03503,,
03539,Tortricidae,Acleris-chalybeana
03548,Tortricidae,Acleris-variana
03573,,
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03594,Tortricidae,Pandemis-limitata
03666,Tortricidae,Archips-dissitana
03666,Tortricidae,Archips-dissitana
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03686,Tortricidae,Clepsis-melaleucanus
03688,Tortricidae,Clepsis-peritana
03688,Tortricidae,Clepsis-peritana
03688,Tortricidae,Clepsis-peritana
03688,Tortricidae,Clepsis-peritana
03688,Tortricidae,Clepsis-peritana
03688,Tortricidae,Clepsis-peritana
03689,,
03689,,
03743,Tortricidae,Platynota-exasperatana
03760,,
03813,Tortricidae,Phtheochroa-birdana
03837,Tortricidae,Rolandylis-maiana
04652,Limacodidae,Tortricidia-testacea
04652,Limacodidae,Tortricidia-testacea
04665,Limacodidae,Lithacodes-fasciola
04665,Limacodidae,Lithacodes-fasciola
04669,Limacodidae,Apoda-biguttata
04669,Limacodidae,Apoda-biguttata
04669,Limacodidae,Apoda-biguttata
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04716,Crambidae,Scoparia-biplagialis
04719,Crambidae,Scoparia-basalis
04719,Crambidae,Scoparia-basalis
04719,Crambidae,Scoparia-basalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04738,Crambidae,Eudonia-strigalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04739,Crambidae,Eudonia-heterosalis
04764,Crambidae,Parapoynx-allionealis
05176,Crambidae,Anageshna-primordialis
05219,Crambidae,Palpita-kimballi
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05226,Crambidae,Palpita-magniferalis
05275,Crambidae,Herpetogramma-pertextalis
05275,Crambidae,Herpetogramma-pertextalis
05275,Crambidae,Herpetogramma-pertextalis
05275,Crambidae,Herpetogramma-pertextalis
05275,Crambidae,Herpetogramma-pertextalis
05281,Crambidae,Pilocrocis-ramentalis
05361,Crambidae,Crambus-albellus
05361,Crambidae,Crambus-albellus
05361,Crambidae,Crambus-albellus
05361,Crambidae,Crambus-albellus
05362,Crambidae,Crambus-agitatellus
05362,Crambidae,Crambus-agitatellus
05362,Crambidae,Crambus-agitatellus
05362,Crambidae,Crambus-agitatellus
05362,Crambidae,Crambus-agitatellus
05391,Crambidae,Chrysoteuchia-topiarius
05391,Crambidae,Chrysoteuchia-topiarius
05419,Crambidae,Microcrambus-biguttellus
05419,Crambidae,Microcrambus-biguttellus
05419,Crambidae,Microcrambus-biguttellus
05420,Crambidae,Microcrambus-elegans
05511,Pyralidae,Aglossa-costiferalis
05571,Pyralidae,Condylolomia-participialis
05571,Pyralidae,Condylolomia-participialis
05571,Pyralidae,Condylolomia-participialis
05571,Pyralidae,Condylolomia-participialis
05606,Pyralidae,Pococera-asperatella
05721,Pyralidae,Apomyelois-bistriatella
06235,Drepanidae,Habrosyne-scripta
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06251,Drepanidae,Drepana-arcuata
06252,Drepanidae,Drepana-bilineata
06252,Drepanidae,Drepana-bilineata
06252,Drepanidae,Drepana-bilineata
06252,Drepanidae,Drepana-bilineata
06252,Drepanidae,Drepana-bilineata
06252,Drepanidae,Drepana-bilineata
06261,Geometroidea,Heliomata-cycladata
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06273,Geometridae,Macaria-pustularia
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06326,Geometridae,Macaria-aemulataria
06342,Geometridae,Macaria-bisignata
06347,Geometridae,Macaria-pinistrobata
06347,Geometridae,Macaria-pinistrobata
06348,Geometridae,Macaria-fissinotata
06348,Geometridae,Macaria-fissinotata
06348,Geometridae,Macaria-fissinotata
06351,Geometridae,Macaria-oweni
06351,Geometridae,Macaria-oweni
06588,Geometridae,Iridopsis-larvaria
06588,Geometridae,Iridopsis-larvaria
06597,Geometridae,Ectropis-crepuscularia
06597,Geometridae,Ectropis-crepuscularia
06598,Ennominae,Protoboarmia-porcelaria
06598,Ennominae,Protoboarmia-porcelaria
06598,Ennominae,Protoboarmia-porcelaria
06638,Geometridae,Eufidonia-notataria
06638,Geometridae,Eufidonia-notataria
06638,Geometridae,Eufidonia-notataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06640,Geometridae,Biston-betularia-cognataria
06656,Geometridae,Hypagyrtis-piniata
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06737,Geometridae,Euchlaena-tigrinaria
06755,Geometridae,Pero-morrisonaria
06763,Geometridae,Phaeoura-quernaria
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06796,Geometridae,Campaea-perlata
06797,Geometridae,Ennomos-magnaria
06798,Geometridae,Ennomos-subsignaria
06798,Geometridae,Ennomos-subsignaria
06798,Geometridae,Ennomos-subsignaria
06798,Geometridae,Ennomos-subsignaria
06798,Geometridae,Ennomos-subsignaria
06798,Geometridae,Ennomos-subsignaria
06818,Geometridae,Selenia-kentaria
06818,Geometridae,Selenia-kentaria
06836,Geometridae,Anagoga-occiduaria
06837,Geometridae,Probole-amicaria
06837,Geometridae,Probole-amicaria
06837,Geometridae,Probole-amicaria
06838,Geometridae,Probole-amicaria
06840,Geometridae,Plagodis-serinaria
06840,Geometridae,Plagodis-serinaria
06840,Geometridae,Plagodis-serinaria
06840,Geometridae,Plagodis-serinaria
